freq,indic_env,wst_oper,geo\TIME_PERIOD	2004 	2006 	2008 	2010 	2012 	2014 	2016 	2018 	2020 
A,FAC,RCV_B,IE04	: 	: 	: 	: 	: 	: 	47 	39 	: 
A,FAC,RCV_B,IE05	: 	: 	: 	: 	: 	: 	91 	121 	: 
A,FAC,RCV_B,IE06	: 	: 	: 	: 	: 	: 	55 	69 	: 
A,FAC,RCV_B,IT	: 	: 	: 	26 	24 	30 	32 	67 	34 
A,FAC,RCV_B,ITC	: 	: 	: 	6 	8 	4 	2 	11 	7 
A,FAC,RCV_B,ITC1	: 	: 	: 	5 	5 	2 	0 	1 	0 
A,FAC,RCV_B,ITC2	: 	: 	: 	0 	0 	0 	0 	0 	1 
A,FAC,RCV_B,ITC3	: 	: 	: 	1 	2 	1 	1 	2 	4 
A,FAC,RCV_B,ITC4	: 	: 	: 	0 	1 	1 	1 	8 	2 
A,FAC,RCV_B,ITF	: 	: 	: 	5 	5 	5 	7 	10 	11 
A,FAC,RCV_B,ITF1	: 	: 	: 	0 	0 	1 	1 	0 	1 
A,FAC,RCV_B,ITF2	: 	: 	: 	0 	0 	0 	0 	0 	0 
A,FAC,RCV_B,ITF3	: 	: 	: 	1 	1 	0 	1 	4 	2 
A,FAC,RCV_B,ITF4	: 	: 	: 	3 	3 	4 	4 	4 	5 
A,FAC,RCV_B,ITF5	: 	: 	: 	1 	0 	0 	0 	0 	0 
A,FAC,RCV_B,ITF6	: 	: 	: 	0 	1 	0 	1 	2 	3 
A,FAC,RCV_B,ITG	: 	: 	: 	11 	9 	13 	19 	30 	12 
A,FAC,RCV_B,ITG1	: 	: 	: 	11 	9 	12 	19 	26 	12 
A,FAC,RCV_B,ITG2	: 	: 	: 	0 	0 	1 	0 	4 	0 
A,FAC,RCV_B,ITH	: 	: 	: 	2 	1 	4 	2 	15 	1 
A,FAC,RCV_B,ITH1	: 	: 	: 	0 	0 	0 	0 	0 	0 
A,FAC,RCV_B,ITH2	: 	: 	: 	1 	0 	0 	0 	0 	0 
A,FAC,RCV_B,ITH3	: 	: 	: 	0 	1 	0 	1 	6 	1 
A,FAC,RCV_B,ITH4	: 	: 	: 	0 	0 	0 	0 	5 	0 
A,FAC,RCV_B,ITH5	: 	: 	: 	1 	0 	4 	1 	4 	0 
A,FAC,RCV_B,ITI	: 	: 	: 	2 	1 	4 	2 	1 	3 
A,FAC,RCV_B,ITI1	: 	: 	: 	0 	0 	1 	1 	0 	1 
A,FAC,RCV_B,ITI2	: 	: 	: 	0 	0 	0 	0 	0 	1 
A,FAC,RCV_B,ITI3	: 	: 	: 	0 	0 	0 	0 	0 	0 
A,FAC,RCV_B,ITI4	: 	: 	: 	2 	1 	3 	1 	1 	1 
A,FAC,RCV_B,LT	: 	: 	: 	0 	0 	21 	34 	14 	27 
A,FAC,RCV_B,LT0	: 	: 	: 	0 	0 	21 	34 	14 	27 
A,FAC,RCV_B,LT01	: 	: 	: 	: 	: 	7 	13 	6 	13 
A,FAC,RCV_B,LT02	: 	: 	: 	: 	: 	14 	21 	8 	14 
A,FAC,RCV_B,LU	: 	: 	: 	1 	5 	5 	5 	2 	6 
A,FAC,RCV_B,LU0	: 	: 	: 	1 	5 	5 	5 	2 	6 
A,FAC,RCV_B,LU00	: 	: 	: 	1 	5 	5 	5 	2 	6 
A,FAC,RCV_B,LV	: 	: 	: 	0 	0 	15 	22 	20 	20 
A,FAC,RCV_B,LV0	: 	: 	: 	0 	0 	15 	22 	20 	20 
A,FAC,RCV_B,LV00	: 	: 	: 	0 	0 	15 	22 	20 	20 
A,FAC,RCV_B,ME	: 	: 	: 	: 	: 	: 	0 	0 	: 
A,FAC,RCV_B,MT	: 	: 	: 	19 	28 	31 	33 	31 	41 
A,FAC,RCV_B,MT0	: 	: 	: 	19 	28 	31 	33 	31 	41 
A,FAC,RCV_B,MT00	: 	: 	: 	19 	28 	31 	33 	31 	41 
A,FAC,RCV_B,NL	: 	: 	: 	0 	0 	0 	0 	0 	0 
A,FAC,RCV_B,NL1	: 	: 	: 	0 	0 	0 	0 	0 	0 
A,FAC,RCV_B,NL11	: 	: 	: 	0 	0 	0 	0 	0 	0 
A,FAC,RCV_B,NL12	: 	: 	: 	0 	0 	0 	0 	0 	0 
A,FAC,RCV_B,NL13	: 	: 	: 	0 	0 	0 	0 	0 	0 
A,FAC,RCV_B,NL2	: 	: 	: 	0 	0 	0 	0 	0 	0 
A,FAC,RCV_B,NL21	: 	: 	: 	0 	0 	0 	0 	0 	0 
A,FAC,RCV_B,NL22	: 	: 	: 	0 	0 	0 	0 	0 	0 
A,FAC,RCV_B,NL23	: 	: 	: 	0 	0 	0 	0 	0 	0 
A,FAC,RCV_B,NL3	: 	: 	: 	0 	0 	0 	0 	0 	0 
A,FAC,RCV_B,NL31	: 	: 	: 	0 	0 	0 	0 	0 	0 
A,FAC,RCV_B,NL32	: 	: 	: 	0 	0 	0 	0 	0 	0 
A,FAC,RCV_B,NL33	: 	: 	: 	0 	0 	0 	0 	0 	0 
A,FAC,RCV_B,NL34	: 	: 	: 	0 	0 	0 	0 	0 	0 
A,FAC,RCV_B,NL4	: 	: 	: 	0 	0 	0 	0 	0 	0 
A,FAC,RCV_B,NL41	: 	: 	: 	0 	0 	0 	0 	0 	0 
A,FAC,RCV_B,NL42	: 	: 	: 	0 	0 	0 	0 	0 	0 
A,FAC,RCV_B,NO	: 	: 	: 	0 	0 	0 	0 	0 	0 
A,FAC,RCV_B,NO0	: 	: 	: 	0 	0 	0 	0 	0 	0 
A,FAC,RCV_B,NO01	: 	: 	: 	0 	0 	0 	0 	0 	: 
A,FAC,RCV_B,NO02	: 	: 	: 	0 	0 	0 	0 	0 	0 
A,FAC,RCV_B,NO03	: 	: 	: 	0 	0 	0 	0 	0 	: 
A,FAC,RCV_B,NO04	: 	: 	: 	0 	0 	0 	0 	0 	: 
A,FAC,RCV_B,NO05	: 	: 	: 	0 	0 	0 	0 	0 	: 
A,FAC,RCV_B,NO06	: 	: 	: 	0 	0 	0 	0 	0 	0 
A,FAC,RCV_B,NO07	: 	: 	: 	0 	0 	0 	0 	0 	0 
A,FAC,RCV_B,NO08	: 	: 	: 	: 	: 	: 	: 	: 	0 
A,FAC,RCV_B,NO09	: 	: 	: 	: 	: 	: 	: 	: 	0 
A,FAC,RCV_B,NO0A	: 	: 	: 	: 	: 	: 	: 	: 	0 
A,FAC,RCV_B,NO0B	: 	: 	: 	: 	: 	: 	: 	: 	0 
A,FAC,RCV_B,PL	: 	: 	: 	0 	0 	: 	: 	: b	: 
A,FAC,RCV_B,PL1	: 	: 	: 	0 	0 	: 	: 	: 	: 
A,FAC,RCV_B,PL11	: 	: 	: 	0 	0 	: 	: 	: 	: 
A,FAC,RCV_B,PL12	: 	: 	: 	0 	0 	: 	: 	: 	: 
A,FAC,RCV_B,PL2	: 	: 	: 	0 	0 	: 	: 	: b	: 
A,FAC,RCV_B,PL21	: 	: 	: 	0 	0 	: 	: 	: b	: 
A,FAC,RCV_B,PL22	: 	: 	: 	0 	0 	: 	: 	: b	: 
A,FAC,RCV_B,PL3	: 	: 	: 	0 	0 	: 	: 	: 	: 
A,FAC,RCV_B,PL31	: 	: 	: 	0 	0 	: 	: 	: 	: 
A,FAC,RCV_B,PL32	: 	: 	: 	0 	0 	: 	: 	: 	: 
A,FAC,RCV_B,PL33	: 	: 	: 	0 	0 	: 	: 	: 	: 
A,FAC,RCV_B,PL34	: 	: 	: 	0 	0 	: 	: 	: 	: 
A,FAC,RCV_B,PL4	: 	: 	: 	0 	0 	: 	: 	: b	: 
A,FAC,RCV_B,PL41	: 	: 	: 	0 	0 	: 	: 	: b	: 
A,FAC,RCV_B,PL42	: 	: 	: 	0 	0 	: 	: 	: b	: 
A,FAC,RCV_B,PL43	: 	: 	: 	0 	0 	: 	: 	: b	: 
A,FAC,RCV_B,PL5	: 	: 	: 	0 	0 	: 	: 	: b	: 
A,FAC,RCV_B,PL51	: 	: 	: 	0 	0 	: 	: 	: b	: 
A,FAC,RCV_B,PL52	: 	: 	: 	0 	0 	: 	: 	: b	: 
A,FAC,RCV_B,PL6	: 	: 	: 	0 	0 	: 	: 	: b	: 
A,FAC,RCV_B,PL61	: 	: 	: 	0 	0 	: 	: 	: b	: 
A,FAC,RCV_B,PL62	: 	: 	: 	0 	0 	: 	: 	: b	: 
A,FAC,RCV_B,PL63	: 	: 	: 	0 	0 	: 	: 	: b	: 
A,FAC,RCV_B,PL7	: 	: 	: 	: 	: 	: 	: 	: b	: 
A,FAC,RCV_B,PL71	: 	: 	: 	: 	: 	: 	: 	: b	: 
A,FAC,RCV_B,PL72	: 	: 	: 	: 	: 	: 	: 	: b	: 
A,FAC,RCV_B,PL8	: 	: 	: 	: 	: 	: 	: 	: b	: 
A,FAC,RCV_B,PL81	: 	: 	: 	: 	: 	: 	: 	: b	: 
A,FAC,RCV_B,PL82	: 	: 	: 	: 	: 	: 	: 	: b	: 
A,FAC,RCV_B,PL84	: 	: 	: 	: 	: 	: 	: 	: b	: 
A,FAC,RCV_B,PL9	: 	: 	: 	: 	: 	: 	: 	: b	: 
A,FAC,RCV_B,PL91	: 	: 	: 	: 	: 	: 	: 	: b	: 
A,FAC,RCV_B,PL92	: 	: 	: 	: 	: 	: 	: 	: b	: 
A,FAC,RCV_B,PT	: 	: 	: 	: 	: 	: 	: 	: 	0 
A,FAC,RCV_B,PT1	: 	: 	: 	: 	: 	: 	: 	: 	0 
A,FAC,RCV_B,PT11	: 	: 	: 	: 	: 	: 	: 	: 	0 
A,FAC,RCV_B,PT15	: 	: 	: 	: 	: 	: 	: 	: 	0 
A,FAC,RCV_B,PT16	: 	: 	: 	: 	: 	: 	: 	: 	0 
A,FAC,RCV_B,PT17	: 	: 	: 	: 	: 	: 	: 	: 	0 
A,FAC,RCV_B,PT18	: 	: 	: 	: 	: 	: 	: 	: 	0 
A,FAC,RCV_B,PT2	: 	: 	: 	: 	: 	106 	: 	: 	0 
A,FAC,RCV_B,PT20	: 	: 	: 	: 	: 	106 	: 	: 	0 
A,FAC,RCV_B,PT3	: 	: 	: 	: 	: 	: 	: 	: 	0 
A,FAC,RCV_B,PT30	: 	: 	: 	: 	: 	: 	: 	: 	0 
A,FAC,RCV_B,RO	: 	: 	: 	0 	134 	145 	148 	76 	94 
A,FAC,RCV_B,RO1	: 	: 	: 	0 	21 	35 	41 	19 	20 
A,FAC,RCV_B,RO11	: 	: 	: 	0 	9 	20 	24 	10 	8 
A,FAC,RCV_B,RO12	: 	: 	: 	0 	12 	15 	17 	9 	12 
A,FAC,RCV_B,RO2	: 	: 	: 	0 	54 	43 	48 	19 	32 
A,FAC,RCV_B,RO21	: 	: 	: 	0 	18 	15 	24 	1 	6 
A,FAC,RCV_B,RO22	: 	: 	: 	0 	36 	28 	24 	18 	26 
A,FAC,RCV_B,RO3	: 	: 	: 	0 	32 	49 	41 	29 	32 
A,FAC,RCV_B,RO31	: 	: 	: 	0 	27 	33 	29 	17 	16 
A,FAC,RCV_B,RO32	: 	: 	: 	0 	5 	16 	12 	12 	16 
A,FAC,RCV_B,RO4	: 	: 	: 	0 	27 	18 	18 	9 	10 
A,FAC,RCV_B,RO41	: 	: 	: 	0 	2 	3 	9 	2 	2 
A,FAC,RCV_B,RO42	: 	: 	: 	0 	25 	15 	9 	7 	8 
A,FAC,RCV_B,RS	: 	: 	: 	: 	: 	: 	: 	2 	2 
A,FAC,RCV_B,RS1	: 	: 	: 	: 	: 	: 	: 	2 	2 
A,FAC,RCV_B,RS11	: 	: 	: 	: 	: 	: 	: 	1 	1 
A,FAC,RCV_B,RS12	: 	: 	: 	: 	: 	: 	: 	1 	1 
A,FAC,RCV_B,RS2	: 	: 	: 	: 	: 	: 	: 	0 	0 
A,FAC,RCV_B,RS21	: 	: 	: 	: 	: 	: 	: 	0 	0 
A,FAC,RCV_B,RS22	: 	: 	: 	: 	: 	: 	: 	0 	0 
A,FAC,RCV_B,SE	: 	: 	: 	1005 	453 	8 	55 e	44 e	66 e
A,FAC,RCV_B,SE1	: 	: 	: 	251 	120 	3 	39 e	13 e	18 e
A,FAC,RCV_B,SE11	: 	: 	: 	68 	29 e	2 	35 e	5 e	8 e
A,FAC,RCV_B,SE12	: 	: 	: 	183 	91 e	1 	4 e	8 e	10 e
A,FAC,RCV_B,SE2	: 	: 	: 	454 	203 	1 	7 e	17 e	18 e
A,FAC,RCV_B,SE21	: 	: 	: 	116 	64 e	0 	3 e	6 e	2 e
A,FAC,RCV_B,SE22	: 	: 	: 	116 	52 e	1 	1 e	6 e	4 e
A,FAC,RCV_B,SE23	: 	: 	: 	222 	87 e	0 	3 e	5 e	12 e
A,FAC,RCV_B,SE3	: 	: 	: 	300 	130 	4 	9 e	14 e	29 e
A,FAC,RCV_B,SE31	: 	: 	: 	159 	63 e	3 	1 e	8 e	10 e
A,FAC,RCV_B,SE32	: 	: 	: 	44 	22 e	1 	2 e	2 e	6 e
A,FAC,RCV_B,SE33	: 	: 	: 	97 	45 e	0 	6 e	4 e	13 e
A,FAC,RCV_B,SI	: 	: 	: 	138 	95 e	189 	180 	227 	387 
A,FAC,RCV_B,SI0	: 	: 	: 	138 	95 e	189 	180 	227 	387 
A,FAC,RCV_B,SI01	: 	: 	: 	69 	41 e	: 	: 	: 	: 
A,FAC,RCV_B,SI02	: 	: 	: 	69 	54 e	: 	: 	: 	: 
A,FAC,RCV_B,SI03	: 	: 	: 	42 	42 	89 e	90 	117 	191 
A,FAC,RCV_B,SI04	: 	: 	: 	53 	53 	100 e	90 	110 	196 
A,FAC,RCV_B,SK	: 	: 	: 	0 	0 	0 	0 	0 	0 
A,FAC,RCV_B,SK0	: 	: 	: 	0 	0 	0 	0 	0 	0 
A,FAC,RCV_B,SK01	: 	: 	: 	0 	0 	0 	0 	0 	0 
A,FAC,RCV_B,SK02	: 	: 	: 	0 	0 	0 	0 	0 	0 
A,FAC,RCV_B,SK03	: 	: 	: 	0 	0 	0 	0 	0 	0 
A,FAC,RCV_B,SK04	: 	: 	: 	0 	0 	0 	0 	0 	0 
A,FAC,RCV_B,TR	: 	: 	: 	0 	0 	: 	: 	0 	0 
A,FAC,RCV_B,TR1	: 	: 	: 	0 	0 	: 	: 	0 	0 
A,FAC,RCV_B,TR10	: 	: 	: 	0 	0 	: 	: 	0 	0 
A,FAC,RCV_B,TR2	: 	: 	: 	0 	0 	: 	: 	0 	0 
A,FAC,RCV_B,TR21	: 	: 	: 	0 	0 	: 	: 	0 	0 
A,FAC,RCV_B,TR22	: 	: 	: 	0 	0 	: 	: 	0 	0 
A,FAC,RCV_B,TR3	: 	: 	: 	0 	0 	: 	: 	0 	0 
A,FAC,RCV_B,TR31	: 	: 	: 	0 	0 	: 	: 	0 	0 
A,FAC,RCV_B,TR32	: 	: 	: 	0 	0 	: 	: 	0 	0 
A,FAC,RCV_B,TR33	: 	: 	: 	0 	0 	: 	: 	0 	0 
A,FAC,RCV_B,TR4	: 	: 	: 	0 	0 	: 	: 	0 	0 
A,FAC,RCV_B,TR41	: 	: 	: 	0 	0 	: 	: 	0 	0 
A,FAC,RCV_B,TR42	: 	: 	: 	0 	0 	: 	: 	0 	0 
A,FAC,RCV_B,TR5	: 	: 	: 	0 	0 	: 	: 	0 	0 
A,FAC,RCV_B,TR51	: 	: 	: 	0 	0 	: 	: 	0 	0 
A,FAC,RCV_B,TR52	: 	: 	: 	0 	0 	: 	: 	0 	0 
A,FAC,RCV_B,TR6	: 	: 	: 	0 	0 	: 	: 	0 	0 
A,FAC,RCV_B,TR61	: 	: 	: 	0 	0 	: 	: 	0 	0 
A,FAC,RCV_B,TR62	: 	: 	: 	0 	0 	: 	: 	0 	0 
A,FAC,RCV_B,TR63	: 	: 	: 	0 	0 	: 	: 	0 	0 
A,FAC,RCV_B,TR7	: 	: 	: 	0 	0 	: 	: 	0 	0 
A,FAC,RCV_B,TR71	: 	: 	: 	0 	0 	: 	: 	0 	0 
A,FAC,RCV_B,TR72	: 	: 	: 	0 	0 	: 	: 	0 	0 
A,FAC,RCV_B,TR8	: 	: 	: 	0 	0 	: 	: 	0 	0 
A,FAC,RCV_B,TR81	: 	: 	: 	0 	0 	: 	: 	0 	0 
A,FAC,RCV_B,TR82	: 	: 	: 	0 	0 	: 	: 	0 	0 
A,FAC,RCV_B,TR83	: 	: 	: 	0 	0 	: 	: 	0 	0 
A,FAC,RCV_B,TR9	: 	: 	: 	0 	0 	: 	: 	0 	0 
A,FAC,RCV_B,TR90	: 	: 	: 	: 	0 	: 	: 	: 	: 
A,FAC,RCV_B,TRA	: 	: 	: 	0 	0 	: 	: 	0 	0 
A,FAC,RCV_B,TRA1	: 	: 	: 	0 	0 	: 	: 	0 	0 
A,FAC,RCV_B,TRA2	: 	: 	: 	0 	0 	: 	: 	0 	0 
A,FAC,RCV_B,TRB	: 	: 	: 	0 	0 	: 	: 	0 	0 
A,FAC,RCV_B,TRB1	: 	: 	: 	0 	0 	: 	: 	0 	0 
A,FAC,RCV_B,TRB2	: 	: 	: 	0 	0 	: 	: 	0 	0 
A,FAC,RCV_B,TRC	: 	: 	: 	0 	0 	: 	: 	0 	0 
A,FAC,RCV_B,TRC1	: 	: 	: 	0 	0 	: 	: 	0 	0 
A,FAC,RCV_B,TRC2	: 	: 	: 	0 	0 	: 	: 	0 	0 
A,FAC,RCV_B,TRC3	: 	: 	: 	0 	0 	: 	: 	0 	0 
A,FAC,RCV_B,UK	: 	: 	: 	1535 	1005 	874 	806 	756 	: 
A,FAC,RCV_B,UKC	: 	: 	: 	36 	15 	6 	8 	7 	: 
A,FAC,RCV_B,UKC1	: 	: 	: 	11 	5 	4 	6 	5 	: 
A,FAC,RCV_B,UKC2	: 	: 	: 	25 	10 	2 	2 	2 	: 
A,FAC,RCV_B,UKD	: 	: 	: 	125 	28 	38 	36 	26 	: 
A,FAC,RCV_B,UKD1	: 	: 	: 	29 	11 	15 	14 	11 	: 
A,FAC,RCV_B,UKD3	: 	: 	: 	36 	6 	8 	5 	5 	: 
A,FAC,RCV_B,UKD4	: 	: 	: 	33 	6 	9 	8 	5 	: 
A,FAC,RCV_B,UKD6	: 	: 	: 	18 	4 	4 	6 	3 	: 
A,FAC,RCV_B,UKD7	: 	: 	: 	9 	1 	2 	3 	2 	: 
A,FAC,RCV_B,UKE	: 	: 	: 	88 	23 	32 	32 	26 	: 
A,FAC,RCV_B,UKE1	: 	: 	: 	15 	4 	3 	2 	2 	: 
A,FAC,RCV_B,UKE2	: 	: 	: 	18 	5 	6 	7 	6 	: 
A,FAC,RCV_B,UKE3	: 	: 	: 	23 	3 	9 	7 	8 	: 
A,FAC,RCV_B,UKE4	: 	: 	: 	32 	11 	14 	16 	10 	: 
A,FAC,RCV_B,UKF	: 	: 	: 	93 	31 	25 	18 	16 	: 
A,FAC,RCV_B,UKF1	: 	: 	: 	38 	17 	7 	6 	6 	: 
A,FAC,RCV_B,UKF2	: 	: 	: 	36 	11 	14 	7 	4 	: 
A,FAC,RCV_B,UKF3	: 	: 	: 	19 	3 	4 	5 	6 	: 
A,FAC,RCV_B,UKG	: 	: 	: 	81 	24 	21 	17 	14 	: 
A,FAC,RCV_B,UKG1	: 	: 	: 	25 	9 	5 	6 	4 	: 
A,FAC,RCV_B,UKG2	: 	: 	: 	35 	8 	8 	9 	7 	: 
A,FAC,RCV_B,UKG3	: 	: 	: 	21 	7 	8 	2 	3 	: 
A,FAC,RCV_B,UKH	: 	: 	: 	82 	35 	43 	34 	27 	: 
A,FAC,RCV_B,UKH1	: 	: 	: 	35 	24 	24 	20 	17 	: 
A,FAC,RCV_B,UKH2	: 	: 	: 	20 	5 	13 	6 	4 	: 
A,FAC,RCV_B,UKH3	: 	: 	: 	27 	6 	6 	8 	6 	: 
A,FAC,RCV_B,UKI	: 	: 	: 	33 	8 	10 	9 	4 	: 
A,FAC,RCV_B,UKI1	: 	: 	: 	7 	0 	: 	: 	: 	: 
A,FAC,RCV_B,UKI2	: 	: 	: 	26 	8 	: 	: 	: 	: 
A,FAC,RCV_B,UKI3	: 	: 	: 	: 	: 	0 	0 	0 	: 
A,FAC,RCV_B,UKI4	: 	: 	: 	2 	: 	0 	0 	0 	: 
A,FAC,RCV_B,UKI5	: 	: 	: 	: 	6 	5 	5 	2 	: 
A,FAC,RCV_B,UKI6	: 	: 	: 	: 	: 	2 	1 	0 	: 
A,FAC,RCV_B,UKI7	: 	: 	: 	: 	2 	3 	3 	2 	: 
A,FAC,RCV_B,UKJ	: 	: 	: 	152 	63 	59 	47 	44 	: 
A,FAC,RCV_B,UKJ1	: 	: 	: 	30 	15 	15 	15 	13 	: 
A,FAC,RCV_B,UKJ2	: 	: 	: 	52 	16 	21 	15 	13 	: 
A,FAC,RCV_B,UKJ3	: 	: 	: 	30 	18 	13 	10 	9 	: 
A,FAC,RCV_B,UKJ4	: 	: 	: 	40 	14 	10 	7 	9 	: 
A,FAC,RCV_B,UKK	: 	: 	: 	251 	89 	84 	90 	62 	: 
A,FAC,RCV_B,UKK1	: 	: 	: 	75 	43 	33 	38 	29 	: 
A,FAC,RCV_B,UKK2	: 	: 	: 	67 	15 	23 	30 	17 	: 
A,FAC,RCV_B,UKK3	: 	: 	: 	51 	9 	12 	9 	5 	: 
A,FAC,RCV_B,UKK4	: 	: 	: 	58 	22 	16 	13 	11 	: 
A,FAC,RCV_B,UKL	: 	: 	: 	0 	14 	33 	28 	20 	: 
A,FAC,RCV_B,UKL1	: 	: 	: 	0 	9 	21 	16 	8 	: 
A,FAC,RCV_B,UKL2	: 	: 	: 	0 	5 	12 	12 	12 	: 
A,FAC,RCV_B,UKM	: 	: 	: 	520 	602 	474 	426 	444 	: 
A,FAC,RCV_B,UKM2	: 	: 	: 	136 	139 	153 	: 	: 	: 
A,FAC,RCV_B,UKM3	: 	: 	: 	179 	238 	134 	: 	: 	: 
A,FAC,RCV_B,UKM5	: 	: 	: 	63 	85 	49 	67 	94 	: 
A,FAC,RCV_B,UKM6	: 	: 	: 	142 	140 	138 	79 	84 	: 
A,FAC,RCV_B,UKM7	: 	: 	: 	: 	: 	: 	90 	103 	: 
A,FAC,RCV_B,UKM8	: 	: 	: 	: 	: 	: 	84 	49 	: 
A,FAC,RCV_B,UKM9	: 	: 	: 	: 	: 	: 	106 	114 	: 
A,FAC,RCV_B,UKN	: 	: 	: 	74 	73 	49 	61 	66 	: 
A,FAC,RCV_B,UKN0	: 	: 	: 	74 	73 	49 	61 	66 	: 
A,FAC,RCV_E,AT	120 	177 	190 	55 	66 	65 	63 	60 	60 
A,FAC,RCV_E,AT1	25 	55 	59 	17 	23 	24 	24 	22 	20 
A,FAC,RCV_E,AT11	5 	7 	6 	4 	4 	5 	5 	5 	5 
A,FAC,RCV_E,AT12	14 	24 	29 	10 	14 	14 	14 	12 	10 
A,FAC,RCV_E,AT13	6 	24 	24 	3 	5 	5 	5 	5 	5 
A,FAC,RCV_E,AT2	35 	52 	54 	17 	19 	16 	16 	16 	16 
A,FAC,RCV_E,AT21	8 	15 	17 	9 	11 	9 	9 	9 	10 
A,FAC,RCV_E,AT22	27 	37 	37 	8 	8 	7 	7 	7 	6 
A,FAC,RCV_E,AT3	60 	70 	77 	21 	24 	25 	23 	22 	24 
A,FAC,RCV_E,AT31	32 	41 	40 	14 	18 	18 	17 	16 	18 
A,FAC,RCV_E,AT32	23 	24 	24 	3 	3 	3 	3 	3 	3 
A,FAC,RCV_E,AT33	1 	1 	7 	3 	2 	3 	2 	2 	2 
A,FAC,RCV_E,AT34	4 	4 	6 	1 	1 	1 	1 	1 	1 
A,FAC,RCV_E,BE	213 	262 	281 	283 	286 e	281 e	250 e	247 	225 
A,FAC,RCV_E,BE1	0 	0 	0 	2 	1 	1 	1 	1 	1 
A,FAC,RCV_E,BE10	0 	0 	0 	2 	1 	1 	1 	1 	1 
A,FAC,RCV_E,BE2	199 	230 	249 	249 	253 	248 	217 	226 	203 
A,FAC,RCV_E,BE21	48 	53 	63 	63 	60 	64 	55 	62 	52 
A,FAC,RCV_E,BE22	24 	29 	27 	27 	29 	26 	24 	22 	20 
A,FAC,RCV_E,BE23	37 	39 	46 	46 	60 	57 	54 	55 	52 
A,FAC,RCV_E,BE24	22 	17 	18 	18 	15 	13 	12 	12 	10 
A,FAC,RCV_E,BE25	68 	92 	95 	95 	89 	88 	72 	75 	69 
A,FAC,RCV_E,BE3	14 	32 	32 	32 	32 e	32 e	32 e	20 	21 
A,FAC,RCV_E,BE31	: 	2 	2 	2 	2 e	2 e	2 e	1 	1 
A,FAC,RCV_E,BE32	7 	15 	15 	15 	15 e	15 e	15 e	6 	6 
A,FAC,RCV_E,BE33	6 	11 	11 	11 	11 e	11 e	11 e	9 	9 
A,FAC,RCV_E,BE34	: 	3 	3 	3 	3 e	3 e	3 e	3 	4 
A,FAC,RCV_E,BE35	1 s	1 	1 	1 	1 e	1 e	1 e	1 	1 
A,FAC,RCV_E,BG	34 	55 	48 	172 	: 	199 	195 	239 	239 
A,FAC,RCV_E,BG1	23 	: 	: 	: 	: 	: 	: 	: 	: 
A,FAC,RCV_E,BG11	6 	: 	: 	: 	: 	: 	: 	: 	: 
A,FAC,RCV_E,BG12	16 	: 	: 	: 	: 	: 	: 	: 	: 
A,FAC,RCV_E,BG13	1 	: 	: 	: 	: 	: 	: 	: 	: 
A,FAC,RCV_E,BG2	11 	: 	: 	: 	: 	: 	: 	: 	: 
A,FAC,RCV_E,BG21	7 	: 	: 	: 	: 	: 	: 	: 	: 
A,FAC,RCV_E,BG22	4 	: 	: 	: 	: 	: 	: 	: 	: 
A,FAC,RCV_E,BG23	1 	: 	: 	: 	: 	: 	: 	: 	: 
A,FAC,RCV_E,BG3	: 	42 	37 	132 	: 	136 	103 	118 	118 
A,FAC,RCV_E,BG31	: 	15 	13 	44 	: 	46 	52 	57 	57 
A,FAC,RCV_E,BG32	: 	14 	7 	38 	: 	39 	22 	30 	30 
A,FAC,RCV_E,BG33	: 	10 	10 	30 	: 	33 	19 	19 	19 
A,FAC,RCV_E,BG34	: 	3 	7 	20 	: 	18 	10 	12 	12 
A,FAC,RCV_E,BG4	: 	13 	11 	40 	: 	63 	92 	121 	121 
A,FAC,RCV_E,BG41	: 	13 	9 	22 	: 	28 	43 	54 	54 
A,FAC,RCV_E,BG42	: 	0 	2 	18 	: 	35 	49 	67 	67 
A,FAC,RCV_E,CY	: 	1 	1 	1 	1 	1 	1 	1 	1 
A,FAC,RCV_E,CY0	: 	: 	: 	1 	1 	1 	1 	1 	1 
A,FAC,RCV_E,CY00	: 	: 	: 	1 	1 	1 	1 	1 	1 
A,FAC,RCV_E,CZ	12 	34 	48 	53 	47 	36 	59 	59 	76 
A,FAC,RCV_E,CZ0	: 	: 	: 	53 	47 	36 	59 	59 	76 
A,FAC,RCV_E,CZ01	1 	1 	4 	2 	2 	3 	3 	3 	3 
A,FAC,RCV_E,CZ02	0 	10 	9 	9 	8 	7 	8 	8 	11 
A,FAC,RCV_E,CZ03	1 	1 	1 	3 	2 	0 	2 	2 	7 
A,FAC,RCV_E,CZ04	2 	2 	6 	5 	4 	2 	7 	8 	8 
A,FAC,RCV_E,CZ05	2 	8 	8 	8 	7 	7 	12 	12 	12 
A,FAC,RCV_E,CZ06	2 	6 	8 	17 	14 	10 	14 	14 	17 
A,FAC,RCV_E,CZ07	4 	5 	10 	6 	6 	1 	6 	6 	9 
A,FAC,RCV_E,CZ08	0 	1 	2 	3 	4 	6 	7 	6 	9 
A,FAC,RCV_E,DE	618 	682 	751 	799 	901 	948 	883 	837 	821 
A,FAC,RCV_E,DE1	18 	27 	33 	42 	69 	108 	104 	125 	130 
A,FAC,RCV_E,DE11	6 	9 	12 	16 	26 	34 	30 	37 	41 
