Country;Year;Year;Country;Waste_rate;recycling_rate;gdp;higher_education;population;life_expectancy;energy_consumption_in_households;export;import;recycling_percent;geo_long;geo;Waste_Category;Recycling_Category
Ireland;2019;2019;Ireland;3086.0;1153.0;176.14;79.0;4934340.0;80.3;602.0;95467.6;55930.8;37.36;Ireland;IE;Waste_rate-Bin 6;recycling_rate-Bin 3
Ireland;2020;2020;Ireland;3210.0;1310.0;187.796;80.4;4985382.0;79.5;642.0;93880.8;54154.6;40.81;Ireland;IE;Waste_rate-Bin 6;recycling_rate-Bin 4
Ireland;2021;2021;Ireland;7808.0;2840.0;216.2;82.3;5033164.0;78.5;608.0;99756.4;63241.0;36.37;Ireland;IE;Waste_rate-Bin 15;recycling_rate-Bin 8
Italy;2011;2011;Italy;31386.0;11129.0;100.707;54.5;59379449.0;73.2;545.0;180511.8;195127.1;35.46;Italy;IT;Waste_rate-Bin 59;recycling_rate-Bin 30
Italy;2012;2012;Italy;29994.0;11516.0;97.705;55.8;59539717.0;73.5;577.0;197271.2;187201.4;38.39;Italy;IT;Waste_rate-Bin 57;recycling_rate-Bin 31
Italy;2013;2013;Italy;29573.0;11654.0;95.907;56.6;60233948.0;73.8;568.0;199999.0;170508.1;39.41;Italy;IT;Waste_rate-Bin 56;recycling_rate-Bin 32
Italy;2014;2014;Italy;29652.0;12337.0;95.902;57.7;60789140.0;74.4;486.0;200986.0;163331.2;41.61;Italy;IT;Waste_rate-Bin 56;recycling_rate-Bin 33
Italy;2015;2015;Italy;29524.0;13067.0;96.649;58.1;60730582.0;74.0;535.0;208673.8;163976.2;44.26;Italy;IT;Waste_rate-Bin 56;recycling_rate-Bin 35
Italy;2016;2016;Italy;30112.0;13814.0;97.899;58.4;60627498.0;77.7;531.0;206272.6;155543.0;45.88;Italy;IT;Waste_rate-Bin 57;recycling_rate-Bin 37
Italy;2017;2017;Italy;29572.0;14121.0;99.531;59.1;60536709.0;78.9;543.0;222026.9;171472.6;47.75;Italy;IT;Waste_rate-Bin 56;recycling_rate-Bin 38
Italy;2018;2018;Italy;30165.0;15009.0;100.453;59.7;60421760.0;78.5;528.0;226042.7;186591.9;49.76;Italy;IT;Waste_rate-Bin 57;recycling_rate-Bin 41
Italy;2019;2019;Italy;30023.0;15435.0;100.938;60.2;59729081.0;78.7;521.0;234904.9;182565.7;51.41;Italy;IT;Waste_rate-Bin 57;recycling_rate-Bin 42
Italy;2020;2020;Italy;28945.0;14872.0;91.88;61.0;59438851.0;73.0;516.0;211925.0;155541.7;51.38;Italy;IT;Waste_rate-Bin 55;recycling_rate-Bin 40
Italy;2021;2021;Italy;29254.0;15174.0;99.519;60.8;59133173.0;77.4;542.0;246169.3;208220.8;51.87;Italy;IT;Waste_rate-Bin 55;recycling_rate-Bin 41
Latvia;2011;2011;Latvia;721.0;70.0;102.574;80.5;2059709.0;63.7;644.0;3465.1;2990.9;9.71;Latvia;LV;Waste_rate-Bin 2;recycling_rate-Bin 1
Latvia;2012;2012;Latvia;658.0;96.0;109.797;82.6;2034319.0;65.4;677.0;4324.2;3230.7;14.59;Latvia;LV;Waste_rate-Bin 1;recycling_rate-Bin 1
Latvia;2013;2013;Latvia;704.0;182.0;112.002;83.4;2012647.0;64.9;630.0;4025.8;2971.8;25.85;Latvia;LV;Waste_rate-Bin 2;recycling_rate-Bin 1
Latvia;2014;2014;Latvia;726.0;196.0;114.132;83.9;1993782.0;64.9;621.0;3963.6;2978.7;27.0;Latvia;LV;Waste_rate-Bin 2;recycling_rate-Bin 1
Latvia;2015;2015;Latvia;798.0;229.0;118.567;84.4;1977527.0;65.8;559.0;3915.3;3049.2;28.7;Latvia;LV;Waste_rate-Bin 2;recycling_rate-Bin 1
Latvia;2016;2016;Latvia;802.0;202.0;121.375;85.1;1959537.0;66.2;584.0;3911.7;2864.8;25.19;Latvia;LV;Waste_rate-Bin 2;recycling_rate-Bin 1
Latvia;2017;2017;Latvia;798.0;198.0;125.396;84.8;1942248.0;65.7;616.0;4744.1;3634.4;24.81;Latvia;LV;Waste_rate-Bin 2;recycling_rate-Bin 1
Latvia;2018;2018;Latvia;785.0;198.0;130.4;84.7;1927174.0;66.5;639.0;5290.7;4660.3;25.22;Latvia;LV;Waste_rate-Bin 2;recycling_rate-Bin 1
Latvia;2019;2019;Latvia;840.0;344.0;131.166;85.1;1913822.0;67.2;621.0;5320.3;4244.4;40.95;Latvia;LV;Waste_rate-Bin 2;recycling_rate-Bin 1
Latvia;2020;2020;Latvia;909.0;361.0;126.557;85.4;1900449.0;68.0;587.0;5444.6;3847.1;39.71;Latvia;LV;Waste_rate-Bin 2;recycling_rate-Bin 1
Latvia;2021;2021;Latvia;869.0;383.0;135.076;85.8;1884490.0;66.8;638.0;6415.8;5544.5;44.07;Latvia;LV;Waste_rate-Bin 2;recycling_rate-Bin 1
Lithuania;2011;2011;Lithuania;1339.0;268.0;106.039;84.1;3028115.0;62.6;506.0;8582.1;10243.1;20.01;Lithuania;LT;Waste_rate-Bin 3;recycling_rate-Bin 1
Lithuania;2012;2012;Lithuania;1330.0;312.0;110.115;85.0;2987773.0;62.8;514.0;10564.7;11090.9;23.46;Lithuania;LT;Waste_rate-Bin 3;recycling_rate-Bin 1
Lithuania;2013;2013;Lithuania;1280.0;356.0;114.024;85.6;2957689.0;63.9;496.0;12142.1;11019.9;27.81;Lithuania;LT;Waste_rate-Bin 3;recycling_rate-Bin 1
Lithuania;2014;2014;Lithuania;1270.0;387.0;118.057;85.8;2932367.0;64.8;478.0;11921.2;9999.1;30.47;Lithuania;LT;Waste_rate-Bin 3;recycling_rate-Bin 1
Lithuania;2015;2015;Lithuania;1300.0;431.0;120.447;86.2;2904910.0;65.5;468.0;9879.6;8950.6;33.15;Lithuania;LT;Waste_rate-Bin 3;recycling_rate-Bin 2
Lithuania;2016;2016;Lithuania;1272.0;611.0;123.481;87.6;2868231.0;65.9;500.0;9848.4;7836.5;48.03;Lithuania;LT;Waste_rate-Bin 3;recycling_rate-Bin 2
Lithuania;2017;2017;Lithuania;1286.0;619.0;128.769;88.0;2828403.0;67.3;515.0;11931.4;9309.6;48.13;Lithuania;LT;Waste_rate-Bin 3;recycling_rate-Bin 2
Lithuania;2018;2018;Lithuania;1301.0;684.0;133.912;88.3;2801543.0;67.8;540.0;12720.5;10486.2;52.57;Lithuania;LT;Waste_rate-Bin 3;recycling_rate-Bin 2
Lithuania;2019;2019;Lithuania;1319.0;655.0;140.159;88.9;2794137.0;67.9;518.0;13321.4;10744.1;49.66;Lithuania;LT;Waste_rate-Bin 3;recycling_rate-Bin 2
Lithuania;2020;2020;Lithuania;1350.0;611.0;140.125;89.2;2794885.0;67.6;513.0;12618.7;8502.6;45.26;Lithuania;LT;Waste_rate-Bin 3;recycling_rate-Bin 2
Lithuania;2021;2021;Lithuania;1345.0;596.0;148.931;89.1;2800839.0;68.0;582.0;14613.6;11863.0;44.31;Lithuania;LT;Waste_rate-Bin 3;recycling_rate-Bin 2
Luxembourg;2011;2011;Luxembourg;345.0;160.0;101.044;70.9;518347.0;74.8;921.0;4041.5;4107.0;46.38;Luxembourg;LU;Waste_rate-Bin 1;recycling_rate-Bin 1
Luxembourg;2012;2012;Luxembourg;346.0;164.0;102.711;71.6;530946.0;75.5;923.0;3876.4;5136.9;47.4;Luxembourg;LU;Waste_rate-Bin 1;recycling_rate-Bin 1
Luxembourg;2013;2013;Luxembourg;335.0;155.0;105.969;73.9;543360.0;75.4;917.0;3024.1;4454.2;46.27;Luxembourg;LU;Waste_rate-Bin 1;recycling_rate-Bin 1
Luxembourg;2014;2014;Luxembourg;348.0;166.0;108.749;75.1;556319.0;75.9;841.0;2975.5;4268.1;47.7;Luxembourg;LU;Waste_rate-Bin 1;recycling_rate-Bin 1
Luxembourg;2015;2015;Luxembourg;346.0;164.0;111.217;69.7;569604.0;75.7;894.0;3213.5;6064.3;47.4;Luxembourg;LU;Waste_rate-Bin 1;recycling_rate-Bin 1
Luxembourg;2016;2016;Luxembourg;474.0;233.0;116.754;71.8;582014.0;74.5;902.0;2996.4;4686.0;49.16;Luxembourg;LU;Waste_rate-Bin 1;recycling_rate-Bin 1
Luxembourg;2017;2017;Luxembourg;476.0;233.0;118.292;69.5;596336.0;74.7;898.0;2749.6;3696.6;48.95;Luxembourg;LU;Waste_rate-Bin 1;recycling_rate-Bin 1
Luxembourg;2018;2018;Luxembourg;488.0;239.0;119.734;72.4;607950.0;74.4;823.0;2640.2;2732.9;48.98;Luxembourg;LU;Waste_rate-Bin 1;recycling_rate-Bin 1
Luxembourg;2019;2019;Luxembourg;491.0;240.0;123.225;73.3;620001.0;75.6;747.0;2950.7;3583.6;48.88;Luxembourg;LU;Waste_rate-Bin 1;recycling_rate-Bin 1
Luxembourg;2020;2020;Luxembourg;498.0;263.0;122.104;72.8;630419.0;76.3;790.0;2377.5;2039.2;52.81;Luxembourg;LU;Waste_rate-Bin 1;recycling_rate-Bin 1
Luxembourg;2021;2021;Luxembourg;508.0;281.0;130.857;74.9;640064.0;77.9;750.0;2730.8;2495.0;55.31;Luxembourg;LU;Waste_rate-Bin 1;recycling_rate-Bin 1
Malta;2011;2011;Malta;259.0;40.0;100.467;42.2;416268.0;77.1;165.0;2001.3;1539.8;15.44;Malta;MT;Waste_rate-Bin 1;recycling_rate-Bin 1
Malta;2012;2012;Malta;257.0;38.0;104.604;44.2;420028.0;77.8;172.0;2140.0;1547.1;14.79;Malta;MT;Waste_rate-Bin 1;recycling_rate-Bin 1
Malta;2013;2013;Malta;257.0;32.0;110.329;46.8;425967.0;78.3;174.0;1616.7;1647.9;12.45;Malta;MT;Waste_rate-Bin 1;recycling_rate-Bin 1
Malta;2014;2014;Malta;273.0;32.0;118.751;49.2;434558.0;79.0;170.0;1200.8;2304.4;11.72;Malta;MT;Waste_rate-Bin 1;recycling_rate-Bin 1
Malta;2015;2015;Malta;285.0;31.0;130.161;51.1;445053.0;78.8;179.0;1402.3;2228.0;10.88;Malta;MT;Waste_rate-Bin 1;recycling_rate-Bin 1
Malta;2016;2016;Malta;292.0;37.0;134.562;53.7;455356.0;79.7;170.0;1763.6;2932.8;12.67;Malta;MT;Waste_rate-Bin 1;recycling_rate-Bin 1
Malta;2017;2017;Malta;312.0;36.0;149.188;55.8;467999.0;78.6;195.0;1178.1;2413.8;11.54;Malta;MT;Waste_rate-Bin 1;recycling_rate-Bin 1
Malta;2018;2018;Malta;326.0;34.0;160.253;59.0;484630.0;78.8;198.0;1266.0;2114.3;10.43;Malta;MT;Waste_rate-Bin 1;recycling_rate-Bin 1
Malta;2019;2019;Malta;351.0;32.0;171.67;61.2;504062.0;79.5;207.0;1270.5;3037.4;9.12;Malta;MT;Waste_rate-Bin 1;recycling_rate-Bin 1
Malta;2020;2020;Malta;331.0;36.0;157.683;63.0;515332.0;79.1;208.0;1224.7;1987.1;10.88;Malta;MT;Waste_rate-Bin 1;recycling_rate-Bin 1
Malta;2021;2021;Malta;317.0;43.0;177.48;66.0;518536.0;79.3;229.0;1345.1;2432.5;13.56;Malta;MT;Waste_rate-Bin 1;recycling_rate-Bin 1
Netherlands;2011;2011;Netherlands;9479.0;4651.0;101.551;68.4;16693074.0;77.4;616.0;145492.2;253711.1;49.07;Netherlands;NL;Waste_rate-Bin 18;recycling_rate-Bin 13
Netherlands;2012;2012;Netherlands;9203.0;4549.0;100.505;69.2;16754962.0;77.3;649.0;163545.5;279555.9;49.43;Netherlands;NL;Waste_rate-Bin 18;recycling_rate-Bin 13
Netherlands;2013;2013;Netherlands;8840.0;4406.0;100.374;71.0;16804432.0;77.9;679.0;165354.2;267440.9;49.84;Netherlands;NL;Waste_rate-Bin 17;recycling_rate-Bin 12
Netherlands;2014;2014;Netherlands;8894.0;4527.0;101.803;71.2;16865008.0;78.0;541.0;166183.6;267028.6;50.9;Netherlands;NL;Waste_rate-Bin 17;recycling_rate-Bin 13
Netherlands;2015;2015;Netherlands;8866.0;4590.0;103.797;71.6;16939923.0;78.0;561.0;172427.6;273516.4;51.77;Netherlands;NL;Waste_rate-Bin 17;recycling_rate-Bin 13
Netherlands;2016;2016;Netherlands;8861.0;4740.0;106.072;72.1;17030314.0;78.3;575.0;173199.8;264558.2;53.49;Netherlands;NL;Waste_rate-Bin 17;recycling_rate-Bin 13
Netherlands;2017;2017;Netherlands;8792.0;4801.0;109.16;73.4;17131296.0;78.6;558.0;193712.2;300559.1;54.61;Netherlands;NL;Waste_rate-Bin 17;recycling_rate-Bin 13
Netherlands;2018;2018;Netherlands;8806.0;4922.0;111.737;74.0;17231624.0;78.6;553.0;209050.1;327014.5;55.89;Netherlands;NL;Waste_rate-Bin 17;recycling_rate-Bin 14
Netherlands;2019;2019;Netherlands;8806.0;5010.0;113.922;74.5;17344874.0;78.4;537.0;219405.7;338786.4;56.89;Netherlands;NL;Waste_rate-Bin 17;recycling_rate-Bin 14
Netherlands;2020;2020;Netherlands;9304.0;5297.0;109.495;76.0;17441500.0;78.4;521.0;201831.9;303680.3;56.93;Netherlands;NL;Waste_rate-Bin 18;recycling_rate-Bin 15
Netherlands;2021;2021;Netherlands;9023.0;5216.0;116.275;76.4;17533044.0;77.7;577.0;217449.3;377127.5;57.81;Netherlands;NL;Waste_rate-Bin 17;recycling_rate-Bin 14
Norway;2011;2011;Norway;2403.0;959.0;101.106;74.6;4953088.0;75.1;865.0;98440.05;88646.65;39.91;Norway;NO;Waste_rate-Bin 5;recycling_rate-Bin 3
Norway;2012;2012;Norway;2392.0;953.0;103.854;75.5;5018573.0;77.0;904.0;99964.1;91157.79999999999;39.84;Norway;NO;Waste_rate-Bin 5;recycling_rate-Bin 3
Norway;2013;2013;Norway;2518.0;987.0;104.909;76.4;5079623.0;76.1;884.0;97883.65;90599.75;39.2;Norway;NO;Waste_rate-Bin 5;recycling_rate-Bin 3
Norway;2014;2014;Norway;2175.0;918.0;107.058;75.4;5137232.0;77.2;822.0;96558.05;94449.65;42.21;Norway;NO;Waste_rate-Bin 4;recycling_rate-Bin 3
Norway;2015;2015;Norway;2187.0;936.0;109.046;75.7;5188607.0;77.7;846.0;97025.54999999999;92433.04999999999;42.8;Norway;NO;Waste_rate-Bin 4;recycling_rate-Bin 3
Norway;2016;2016;Norway;3946.0;1509.0;110.316;75.1;5234519.0;76.6;864.0;98000.9;94847.54999999999;38.24;Norway;NO;Waste_rate-Bin 8;recycling_rate-Bin 4
Norway;2017;2017;Norway;3949.0;1532.0;113.034;75.1;5276968.0;77.4;869.0;100996.4;100113.0;38.79;Norway;NO;Waste_rate-Bin 8;recycling_rate-Bin 5
Norway;2018;2018;Norway;3927.0;1598.0;113.971;76.1;5311916.0;77.2;867.0;102140.85;102049.04999999999;40.69;Norway;NO;Waste_rate-Bin 8;recycling_rate-Bin 5
Norway;2019;2019;Norway;4151.0;1696.0;115.252;76.3;5347896.0;76.7;850.0;99281.6;92060.45000000001;40.86;Norway;NO;Waste_rate-Bin 8;recycling_rate-Bin 5
Norway;2020;2020;Norway;3247.0;1330.0;113.779;76.5;5379475.0;76.6;846.0;109715.30000000002;104666.6;40.96;Norway;NO;Waste_rate-Bin 6;recycling_rate-Bin 4
Norway;2021;2021;Norway;4320.0;1651.0;118.214;75.3;5408320.0;78.4;864.0;74258.8;53221.4;38.22;Norway;NO;Waste_rate-Bin 8;recycling_rate-Bin 5
Poland;2011;2011;Poland;12129.0;1383.0;105.042;82.5;38063255.0;66.5;529.0;38275.1;49529.8;11.4;Poland;PL;Waste_rate-Bin 23;recycling_rate-Bin 4
Poland;2012;2012;Poland;12084.0;1446.0;106.665;83.3;38063164.0;66.7;547.0;44083.0;53983.5;11.97;Poland;PL;Waste_rate-Bin 23;recycling_rate-Bin 4
Poland;2013;2013;Poland;11295.0;1711.0;107.579;83.9;38040196.0;67.4;539.0;48624.1;52831.9;15.15;Poland;PL;Waste_rate-Bin 21;recycling_rate-Bin 5
Poland;2014;2014;Poland;10330.0;2740.0;111.707;84.5;38011735.0;68.3;501.0;47986.4;55655.3;26.52;Poland;PL;Waste_rate-Bin 20;recycling_rate-Bin 8
Poland;2015;2015;Poland;10863.0;3528.0;116.603;84.8;37986412.0;68.2;501.0;49179.6;57013.1;32.48;Poland;PL;Waste_rate-Bin 21;recycling_rate-Bin 10
Poland;2016;2016;Poland;11654.0;4057.0;120.047;85.4;37970087.0;68.9;524.0;49611.7;54894.6;34.81;Poland;PL;Waste_rate-Bin 22;recycling_rate-Bin 11
Poland;2017;2017;Poland;11969.0;4047.0;126.217;86.1;37974826.0;68.8;528.0;54862.3;64180.6;33.81;Poland;PL;Waste_rate-Bin 23;recycling_rate-Bin 11
Poland;2018;2018;Poland;12485.0;4281.0;133.721;86.5;37974750.0;69.5;594.0;57279.2;74259.9;34.29;Poland;PL;Waste_rate-Bin 24;recycling_rate-Bin 12
Poland;2019;2019;Poland;12753.0;4345.0;139.672;86.7;37965475.0;69.7;553.0;62029.3;79432.3;34.07;Poland;PL;Waste_rate-Bin 24;recycling_rate-Bin 12
Poland;2020;2020;Poland;13117.0;5077.0;136.851;87.1;37899070.0;70.2;557.0;62136.8;73768.1;38.71;Poland;PL;Waste_rate-Bin 25;recycling_rate-Bin 14
Poland;2021;2021;Poland;13674.0;5505.0;146.341;87.0;37747124.0;69.8;587.0;71979.9;97430.8;40.26;Poland;PL;Waste_rate-Bin 26;recycling_rate-Bin 15
Portugal;2011;2011;Portugal;5178.0;1041.0;98.304;35.8;10557560.0;67.7;263.0;13172.8;17841.9;20.1;Portugal;PT;Waste_rate-Bin 10;recycling_rate-Bin 3
Portugal;2012;2012;Portugal;4766.0;1243.0;94.315;38.4;10514844.0;68.1;256.0;15473.0;17754.2;26.08;Portugal;PT;Waste_rate-Bin 9;recycling_rate-Bin 4
Portugal;2013;2013;Portugal;4598.0;1187.0;93.445;40.6;10457295.0;68.1;252.0;16640.6;17623.0;25.82;Portugal;PT;Waste_rate-Bin 9;recycling_rate-Bin 4
Portugal;2014;2014;Portugal;4710.0;1430.0;94.185;43.7;10401062.0;68.4;267.0;16952.8;16707.4;30.36;Portugal;PT;Waste_rate-Bin 9;recycling_rate-Bin 4
Portugal;2015;2015;Portugal;4769.0;1423.0;95.873;45.6;10358076.0;68.9;266.0;16918.7;16052.4;29.84;Portugal;PT;Waste_rate-Bin 9;recycling_rate-Bin 4
Portugal;2016;2016;Portugal;4891.0;1513.0;97.809;47.1;10325452.0;70.3;273.0;15987.5;15409.3;30.93;Portugal;PT;Waste_rate-Bin 9;recycling_rate-Bin 4
Portugal;2017;2017;Portugal;5007.0;1458.0;101.239;48.3;10300300.0;71.0;272.0;17875.9;18358.4;29.12;Portugal;PT;Waste_rate-Bin 10;recycling_rate-Bin 4
Portugal;2018;2018;Portugal;5213.0;1519.0;104.124;50.2;10283822.0;71.0;280.0;17469.9;20050.8;29.14;Portugal;PT;Waste_rate-Bin 10;recycling_rate-Bin 4
Portugal;2019;2019;Portugal;5281.0;1526.0;106.917;52.4;10286263.0;71.5;281.0;17535.4;20986.6;28.9;Portugal;PT;Waste_rate-Bin 10;recycling_rate-Bin 4
Portugal;2020;2020;Portugal;5279.0;1413.0;98.042;55.5;10297081.0;72.4;293.0;15387.5;17257.7;26.77;Portugal;PT;Waste_rate-Bin 10;recycling_rate-Bin 4
Portugal;2021;2021;Portugal;5311.0;1617.0;103.667;59.7;10361831.0;72.7;292.0;18108.8;21912.6;30.45;Portugal;PT;Waste_rate-Bin 10;recycling_rate-Bin 5
Romania;2011;2011;Romania;5216.0;610.0;104.517;70.0;20147528.0;68.5;390.0;14447.6;16207.2;11.69;Romania;RO;Waste_rate-Bin 10;recycling_rate-Bin 2
Romania;2012;2012;Romania;5044.0;745.0;106.529;70.8;20058035.0;68.1;402.0;14935.0;15699.2;14.77;Romania;RO;Waste_rate-Bin 10;recycling_rate-Bin 2
Romania;2013;2013;Romania;5071.0;670.0;106.817;71.1;19983693.0;69.0;386.0;17094.9;14666.9;13.21;Romania;RO;Waste_rate-Bin 10;recycling_rate-Bin 2
Romania;2014;2014;Romania;4956.0;648.0;111.218;68.8;19908979.0;69.2;372.0;17339.8;15760.1;13.08;Romania;RO;Waste_rate-Bin 10;recycling_rate-Bin 2
Romania;2015;2015;Romania;4904.0;650.0;114.733;70.6;19815616.0;69.8;372.0;16743.4;15951.9;13.25;Romania;RO;Waste_rate-Bin 9;recycling_rate-Bin 2
Romania;2016;2016;Romania;5143.0;689.0;118.012;72.0;19702267.0;70.9;376.0;16801.9;16949.0;13.4;Romania;RO;Waste_rate-Bin 10;recycling_rate-Bin 2
Romania;2017;2017;Romania;5333.0;745.0;127.685;73.0;19588715.0;70.8;395.0;17700.5;19985.1;13.97;Romania;RO;Waste_rate-Bin 10;recycling_rate-Bin 2
Romania;2018;2018;Romania;5296.0;586.0;135.383;73.7;19473970.0;70.9;399.0;18328.6;22705.1;11.06;Romania;RO;Waste_rate-Bin 10;recycling_rate-Bin 2
Romania;2019;2019;Romania;5430.0;623.0;140.599;74.9;19371648.0;71.1;400.0;18411.7;23509.4;11.47;Romania;RO;Waste_rate-Bin 10;recycling_rate-Bin 2
Romania;2020;2020;Romania;5588.0;663.0;135.429;76.3;19265250.0;70.2;416.0;16004.4;21251.5;11.86;Romania;RO;Waste_rate-Bin 11;recycling_rate-Bin 2
Romania;2021;2021;Romania;5768.0;654.0;143.16;78.4;19122059.0;69.1;458.0;19832.0;27074.5;11.34;Romania;RO;Waste_rate-Bin 11;recycling_rate-Bin 2
Slovenia;2011;2011;Slovenia;852.0;304.0;100.861;80.3;2052843.0;70.3;635.0;6160.5;7462.0;35.68;Slovenia;SI;Waste_rate-Bin 2;recycling_rate-Bin 1
Slovenia;2012;2012;Slovenia;744.0;313.0;98.199;81.0;2057159.0;70.9;610.0;6720.6;7278.2;42.07;Slovenia;SI;Waste_rate-Bin 2;recycling_rate-Bin 1
Slovenia;2013;2013;Slovenia;853.0;297.0;97.188;81.5;2059953.0;72.0;602.0;6889.7;7913.2;34.82;Slovenia;SI;Waste_rate-Bin 2;recycling_rate-Bin 1
Slovenia;2014;2014;Slovenia;892.0;321.0;99.879;81.6;2061980.0;72.5;514.0;7171.6;8202.0;35.99;Slovenia;SI;Waste_rate-Bin 2;recycling_rate-Bin 1
Slovenia;2015;2015;Slovenia;926.0;501.0;102.086;82.6;2063531.0;72.1;565.0;7469.2;8426.7;54.1;Slovenia;SI;Waste_rate-Bin 2;recycling_rate-Bin 2
Slovenia;2016;2016;Slovenia;943.0;523.0;105.345;82.8;2065042.0;73.6;575.0;7904.4;8397.4;55.46;Slovenia;SI;Waste_rate-Bin 2;recycling_rate-Bin 2
Slovenia;2017;2017;Slovenia;974.0;563.0;110.417;83.3;2066388.0;73.8;560.0;8829.6;10156.8;57.8;Slovenia;SI;Waste_rate-Bin 2;recycling_rate-Bin 2
Slovenia;2018;2018;Slovenia;1009.0;594.0;115.336;83.6;2073894.0;74.0;523.0;9487.9;12167.9;58.87;Slovenia;SI;Waste_rate-Bin 2;recycling_rate-Bin 2
Slovenia;2019;2019;Slovenia;1052.0;623.0;119.399;84.2;2088385.0;74.2;506.0;11241.9;14875.6;59.22;Slovenia;SI;Waste_rate-Bin 2;recycling_rate-Bin 2
Slovenia;2020;2020;Slovenia;1024.0;607.0;114.335;85.5;2102419.0;73.7;518.0;12814.8;15246.5;59.28;Slovenia;SI;Waste_rate-Bin 2;recycling_rate-Bin 2
Slovenia;2021;2021;Slovenia;1077.0;655.0;123.743;86.7;2108079.0;74.8;550.0;15678.9;21454.7;60.82;Slovenia;SI;Waste_rate-Bin 2;recycling_rate-Bin 2
Spain;2011;2011;Spain;22672.0;6054.0;99.186;53.0;46742697.0;76.3;334.0;87863.3;128827.9;26.7;Spain;ES;Waste_rate-Bin 43;recycling_rate-Bin 17
Spain;2012;2012;Spain;21896.0;6522.0;96.251;53.6;46773055.0;75.9;332.0;98048.0;131134.8;29.79;Spain;ES;Waste_rate-Bin 41;recycling_rate-Bin 18
Spain;2013;2013;Spain;21184.0;6891.0;94.9;54.4;46620045.0;76.2;319.0;105226.1;125210.6;32.53;Spain;ES;Waste_rate-Bin 40;recycling_rate-Bin 19
Spain;2014;2014;Spain;20836.0;6420.0;96.225;55.5;46480882.0;76.6;318.0;105465.1;127222.8;30.81;Spain;ES;Waste_rate-Bin 39;recycling_rate-Bin 18
Spain;2015;2015;Spain;21158.0;6344.0;99.918;56.5;46444832.0;77.0;329.0;107650.4;124216.0;29.98;Spain;ES;Waste_rate-Bin 40;recycling_rate-Bin 17
Spain;2016;2016;Spain;21542.0;7295.0;102.954;57.4;46484062.0;77.8;308.0;107642.1;119514.8;33.86;Spain;ES;Waste_rate-Bin 41;recycling_rate-Bin 20
Spain;2017;2017;Spain;22018.0;7951.0;106.017;58.2;46593236.0;78.3;309.0;114922.1;138147.5;36.11;Spain;ES;Waste_rate-Bin 42;recycling_rate-Bin 22
Spain;2018;2018;Spain;22229.0;7732.0;108.439;59.2;46797754.0;77.9;324.0;118787.8;149813.5;34.78;Spain;ES;Waste_rate-Bin 42;recycling_rate-Bin 21
Spain;2019;2019;Spain;22262.0;8451.0;110.591;60.4;47134837.0;78.4;306.0;119967.8;151023.7;37.96;Spain;ES;Waste_rate-Bin 42;recycling_rate-Bin 23
Spain;2020;2020;Spain;21989.0;8913.0;98.241;61.8;47365655.0;77.6;307.0;104380.8;123402.8;40.53;Spain;ES;Waste_rate-Bin 42;recycling_rate-Bin 24
Spain;2021;2021;Spain;22374.0;8202.0;104.531;62.1;47415794.0;77.5;311.0;121869.3;161318.4;36.66;Spain;ES;Waste_rate-Bin 42;recycling_rate-Bin 22
Sweden;2011;2011;Sweden;4278.0;2009.0;103.195;75.6;9449213.0;78.1;813.0;68331.8;47879.5;46.96;Sweden;SE;Waste_rate-Bin 8;recycling_rate-Bin 6
Sweden;2012;2012;Sweden;4324.0;2026.0;102.588;76.2;9519374.0;78.2;846.0;68004.6;50175.8;46.85;Sweden;SE;Waste_rate-Bin 8;recycling_rate-Bin 6
Sweden;2013;2013;Sweden;4371.0;2108.0;103.807;77.1;9600379.0;78.8;801.0;61618.2;44892.1;48.23;Sweden;SE;Waste_rate-Bin 8;recycling_rate-Bin 6
Sweden;2014;2014;Sweden;4295.0;2119.0;106.566;77.9;9696110.0;78.9;746.0;60344.5;45689.0;49.34;Sweden;SE;Waste_rate-Bin 8;recycling_rate-Bin 6
Sweden;2015;2015;Sweden;4422.0;2103.0;111.35;78.4;9799186.0;79.0;756.0;61460.7;44345.2;47.56;Sweden;SE;Waste_rate-Bin 9;recycling_rate-Bin 6
Sweden;2016;2016;Sweden;4439.0;2149.0;113.655;78.9;9923085.0;78.3;772.0;59043.9;43446.6;48.41;Sweden;SE;Waste_rate-Bin 9;recycling_rate-Bin 6
Sweden;2017;2017;Sweden;4551.0;2130.0;116.574;78.9;10057698.0;78.3;765.0;63760.7;45910.4;46.8;Sweden;SE;Waste_rate-Bin 9;recycling_rate-Bin 6
Sweden;2018;2018;Sweden;4416.0;2024.0;118.847;79.1;10175214.0;78.4;736.0;64884.7;50502.3;45.83;Sweden;SE;Waste_rate-Bin 9;recycling_rate-Bin 6
Sweden;2019;2019;Sweden;4611.0;2150.0;121.208;79.2;10278887.0;79.3;716.0;68169.8;48949.2;46.63;Sweden;SE;Waste_rate-Bin 9;recycling_rate-Bin 6
Sweden;2020;2020;Sweden;4460.0;1707.0;118.577;79.3;10353442.0;78.5;694.0;65090.9;42286.5;38.27;Sweden;SE;Waste_rate-Bin 9;recycling_rate-Bin 5
Sweden;2021;2021;Sweden;4352.0;1720.0;125.866;79.9;10415811.0;78.4;756.0;74258.8;53221.4;39.52;Sweden;SE;Waste_rate-Bin 8;recycling_rate-Bin 5
